;;
;;
Input Initial (phrase naturelle);Input Reformulé (phrase reformatée) - pattern de questions standards;
Quel est mon xxx1 ? ;Quel est le montant de mon xxx1 ?;Le montant de votre xxx1 est de vvv1 euros
Quelle est ma xxx1 ?;Quel est le montant de ma xxx1 ?;Le montant de votre xxx1 est de vvv1 euros
Quels sont mes xxx1 ?;Quel est le montant de mes xxx1 ?;Le montant de vos xxx1 est de vvv1 euros
Quelles sont mes xxx1 ?;Quel est le montant de mes xxx1 ?;Le montant de vos xxx1 est de vvv1 euros
Donnes moi mon xxx1 ;Quel est le montant de mon xxx1 ?;Le montant de votre xxx1 est de vvv1 euros
Donnes moi ma xxx1 ;Quel est le montant de ma xxx1 ?;Le montant de votre xxx1 est de vvv1 euros
Donnes moi mes xxx1 ;Quel est le montant de mes xxx1 ?;Le montant de vos xxx1 est de vvv1 euros
Peux-tu me dire mon xxx1 ?;Quel est le montant de mon xxx1 ? Peux-tu ?;Oui je peux. Le montant de votre xxx1 est de vvv1 euros
Peux-tu me dire ma xxx1 ? ;Quel est le montant de ma xxx1 ? Peux-tu ? ;Oui je peux. Le montant de votre xxx1 est de vvv1 euros
Peux-tu me dire mes xxx1 ?;Quel est le montant de mes xxx1 ? Peux-tu ? ;Oui je peux. Le montant de votre xxx1 est de vvv1 euros
Comment connaître mon xxx1 ?;Quel est le montant de mon xxx1 ? + Méthode;Le montant de votre xxx1 est de vvv1 euros. Pour cela il faut...
Comment connaître ma xxx1 ?;Quel est le montant de ma xxx1 ? + Méthode;Le montant de votre xxx1 est de vvv1 euros. Pour cela il faut...
Comment connaître mes xxx1 ?;Quel est le montant de mes xxx1 ? + Méthode;Le montant de votre xxx1 est de vvv1 euros. Pour cela il faut...
Quel est le montant de ma xxx1 ? ;Quel est le montant de ma xxx1 ?;Le montant de votre xxx1 est de vvv1 euros
Combien coûte ma xxx1 ? ;Quel est le montant de ma xxx1 ?;Le montant de votre xxx1 est de vvv1 euros
Quelle est la somme de ma xxx1 ? ;Quel est le montant de ma xxx1 ?;Le montant de votre xxx1 est de vvv1 euros
A quel montant s'élève ma xxx1 ? ;Quel est le montant de ma xxx1 ?;Le montant de votre xxx1 est de vvv1 euros
Peux-tu me dire le montant de ma xxx1 ? ;Quel est le montant de ma xxx1 ? Peux-tu ?;Oui je peux. Le montant de votre xxx1 est de vvv1 euros
Comment obtenir le montant de ma xxx1 ? ;Quel est le montant de ma xxx1 ? + Méthode;Le montant de votre xxx1 est de vvv1 euros. Pour cela il faut...
Quel est le montant de mes xxx1 ? ;Quel est le montant de mes xxx1 ?;Le montant de vos xxx1 est de vvv1 euros
Combien coûtent mes xxx1 ? ;Quel est le montant de mes xxx1 ?;Le montant de vos xxx1 est de vvv1 euros
Quelle est la somme de mes xxx1 ? ;Quel est le montant de mes xxx1 ?;Le montant de vos xxx1 est de vvv1 euros
A quel montant s'élèvent mes xxx1 ? ;Quel est le montant de mes xxx1 ?;Le montant de vos xxx1 est de vvv1 euros
Peux-tu me dire le montant de mes xxx1 ? ;Quel est le montant de mes xxx1 ? Peux-tu ?;Oui je peux. Le montant de vos xxx1 est de vvv1 euros
Comment obtenir le montant de mes xxx1 ? ;Quel est le montant de mes xxx1 ? + Méthode;Le montant de vos xxx1 est de vvv1 euros. Pour cela il faut...
Quel est le montant de mon xxx1 ? ;Quel est le montant de mon xxx1 ?;Le montant de votre xxx1 est de vvv1 euros
Combien coûte mon xxx1 ? ;Quel est le montant de mon xxx1 ?;Le montant de votre xxx1 est de vvv1 euros
Quelle est la somme de mon xxx1 ? ;Quel est le montant de mon xxx1 ?;Le montant de votre xxx1 est de vvv1 euros
A quel montant s'élève mon xxx1 ? ;Quel est le montant de mon xxx1 ?;Le montant de votre xxx1 est de vvv1 euros
Peux-tu me dire le montant de mon xxx1 ? ;Quel est le montant de mon xxx1 ? Peux-tu ?;Oui je peux. Le montant de votre xxx1 est de vvv1 euros
Comment obtenir le montant de mon xxx1 ? ;Quel est le montant de mon xxx1 ? + Méthode;Le montant de votre xxx1 est de vvv1 euros. Pour cela il faut...
Quelle est la valeur de ma xxx1 sans les xxx2 ? ;Quel est le montant de ma xxx1 hors xxx2 ?;Le montant de votre xxx1 hors xxx2 est de vvv1 euros
A quel montant s'élève ma xxx1 sans les xxx2 ? ;Quel est le montant de ma xxx1 hors xxx2 ?;Le montant de votre xxx1 hors xxx2 est de vvv1 euros
Quelle est la somme de ma xxx1 sans les xxx2 ? ;Quel est le montant de ma xxx1 hors xxx2 ?;Le montant de votre xxx1 hors xxx2 est de vvv1 euros
Combien coûte ma xxx1 sans les xxx2 ? ;Quel est le montant de ma xxx1 hors xxx2 ?;Le montant de votre xxx1 hors xxx2 est de vvv1 euros
Peux-tu me dire ma xxx1 avant les xxx2 ? ;Quel est le montant de ma xxx1 hors xxx2 ? Peux-tu ?;Oui je peux. Le montant de votre xxx1 hors xxx2 est de vvv1 euros
Comment mesurer ma xxx1 sans inclure xxx2 ? ;Quel est le montant de ma xxx1 hors xxx2 ? + Méthode;Le montant de votre xxx1 hors xxx2 est de vvv1 euros. Pour cela il faut...
Comment déterminer ma xxx1 avant xxx2 ? ;Quel est le montant de ma xxx1 hors xxx2 ? + Méthode;Le montant de votre xxx1 hors xxx2 est de vvv1 euros. Pour cela il faut...
Quelle est la valeur de mes xxx1 sans les xxx2 ? ;Quel est le montant de mes xxx1 hors xxx2 ?;Le montant de vos xxx1 hors xxx2 est de vvv1 euros
A quel montant s'élèvent mes xxx1 sans les xxx2 ? ;Quel est le montant de mes xxx1 hors xxx2 ?;Le montant de vos xxx1 hors xxx2 est de vvv1 euros
Quelle est la somme de mes xxx1 sans les xxx2 ? ;Quel est le montant de mes xxx1 hors xxx2 ?;Le montant de vos xxx1 hors xxx2 est de vvv1 euros
Combien coûtent mes xxx1 sans les xxx2 ? ;Quel est le montant de mes xxx1 hors xxx2 ?;Le montant de vos xxx1 hors xxx2 est de vvv1 euros
Peux-tu me dire mes xxx1 avant les xxx2 ? ;Quel est le montant de mes xxx1 hors xxx2 ? Peux-tu ?;Oui je peux. Le montant de vos xxx1 hors xxx2 est de vvv1 euros
Comment mesurer mes xxx1 sans inclure xxx2 ? ;Quel est le montant de mes xxx1 hors xxx2 ? + Méthode;Le montant de vos xxx1 hors xxx2 est de vvv1 euros. Pour cela il faut...
Comment déterminer mes xxx1 avant xxx2 ? ;Quel est le montant de mes xxx1 hors xxx2 ? + Méthode;Le montant de vos xxx1 hors xxx2 est de vvv1 euros. Pour cela il faut...
Quelle est la valeur de mon xxx1 sans les xxx2 ? ;Quel est le montant de mon xxx1 hors xxx2 ?;Le montant de votre xxx1 hors xxx2 est de vvv1 euros
A quel montant s'élève mon xxx1 sans les xxx2 ? ;Quel est le montant de mon xxx1 hors xxx2 ?;Le montant de votre xxx1 hors xxx2 est de vvv1 euros
Quelle est la somme de mon xxx1 sans les xxx2 ? ;Quel est le montant de mon xxx1 hors xxx2 ?;Le montant de votre xxx1 hors xxx2 est de vvv1 euros
Combien coûte mon xxx1 sans les xxx2 ? ;Quel est le montant de mon xxx1 hors xxx2 ?;Le montant de votre xxx1 hors xxx2 est de vvv1 euros
Peux-tu me dire mon xxx1 sans les xxx2 ? ;Quel est le montant de mon xxx1 hors xxx2 ? Peux-tu ?;Oui je peux. Le montant de votre xxx1 hors xxx2 est de vvv1 euros
Comment mesurer mon xxx1 sans inclure xxx2 ? ;Quel est le montant de mon xxx1 hors xxx2 ? + Méthode;Le montant de votre xxx1 hors xxx2 est de vvv1 euros. Pour cela il faut...
Comment déterminer mon xxx1 avant xxx2 ? ;Quel est le montant de mon xxx1 hors xxx2 ? + Méthode;Le montant de votre xxx1 hors xxx2 est de vvv1 euros. Pour cela il faut...
Peux-tu détailler ma xxx1 mensuelle ? ;Quel est le montant de ma xxx1 par mois ? Peux-tu ?;Oui je peux. Voici un tableau qui présente le montant de votre xxx1 par mois
Quel est le total de ma xxx1 chaque mois ? ;Quel est le montant de ma xxx1 par mois ?;Voici un tableau qui présente le montant de votre xxx1 par mois
Comment déterminer le montant de ma xxx1 chaque mois ? ;Quel est le montant de ma xxx1 par mois ? + Méthode;Voici un tableau qui présente le montant de votre xxx1 par mois. Pour cela il faut...
Est-ce que je peux obtenir un aperçu de ma xxx1 mensuelle ? ;Quel est le montant de ma xxx1 par mois ? Est-ce que ?;Oui. Voici un tableau qui présente le montant de votre xxx1 par mois
Peux-tu détailler mes xxx1 mensuelles ? ;Quel est le montant de mes xxx1 par mois ? Peux-tu ?;Oui je peux. Voici un tableau qui présente le montant de vos xxx1 par mois
Peux-tu détailler mes xxx1 mensuels ? ;Quel est le montant de mes xxx1 par mois ? Peux-tu ?;Oui je peux. Voici un tableau qui présente le montant de vos xxx1 par mois
Quel est le total de mes xxx1 chaque mois ? ;Quel est le montant de mes xxx1 par mois ?;Voici un tableau qui présente le montant de vos xxx1 par mois
Comment déterminer le montant de mes xxx1 chaque mois ? ;Quel est le montant de mes xxx1 par mois ? + Méthode;Voici un tableau qui présente le montant de vos xxx1 par mois. Pour cela il faut...
Est-ce que je peux obtenir un aperçu de mes xxx1 mensuelles ? ;Quel est le montant de mes xxx1 par mois ? Est-ce que ?;Oui. Voici un tableau qui présente le montant de vos xxx1 par mois
Est-ce que je peux obtenir un aperçu de mes xxx1 mensuels ? ;Quel est le montant de mes xxx1 par mois ? Est-ce que ?;Oui. Voici un tableau qui présente le montant de vos xxx1 par mois
Peux-tu détailler mon xxx1 mensuel ? ;Quel est le montant de mon xxx1 par mois ? Peux-tu ?;Oui je peux. Voici un tableau qui présente le montant de votre xxx1 par mois
Quel est le total de mon xxx1 chaque mois ? ;Quel est le montant de mon xxx1 par mois ?;Voici un tableau qui présente le montant de votre xxx1 par mois
Comment déterminer le montant de mon xxx1 chaque mois ? ;Quel est le montant de mon xxx1 par mois ? + Méthode;Voici un tableau qui présente le montant de votre xxx1 par mois. Pour cela il faut...
Est-ce que je peux obtenir un aperçu de mon xxx1 mensuel ? ;Quel est le montant de mon xxx1 par mois ? Est-ce que ?;Oui. Voici un tableau qui présente le montant de votre xxx1 par mois
Quels sont mes xxx1 en détail ? ;Quel est le détail de mes xxx1 ?;Voici le détail de vos xxx1
Donnes moi le détail de mes xxx1 ;Quel est le détail de mes xxx1 ?;Voici le détail de vos xxx1
Montres moi mes xxx1 en détail ;Quel est le détail de mes xxx1 ?;Voici le détail de vos xxx1
J'aimerais connaître le détail de mes xxx1 ;Quel est le détail de mes xxx1 ?;Voici le détail de vos xxx1
Peux-tu afficher une répartition détaillée de mes xxx1 ? ;Quel est le détail de mes xxx1 ? Peux-tu ?;Oui je peux. Voici le détail de vos xxx1
Comment voir le détail de mes xxx1 ? ;Quel est le détail de mes xxx1 ? + Méthode;Voici le détail de vos xxx1. Pour cela il faut...
Quelle est ma xxx1 en détail ? ;Quel est le détail de ma xxx1 ?;Voici le détail de votre xxx1
Donnes moi le détail de ma xxx1 ;Quel est le détail de ma xxx1 ?;Voici le détail de votre xxx1
Montres moi ma xxx1 en détail ;Quel est le détail de ma xxx1 ?;Voici le détail de votre xxx1
J'aimerais connaître le détail de ma xxx1 ;Quel est le détail de ma xxx1 ?;Voici le détail de votre xxx1
Peux-tu afficher une répartition détaillée de ma xxx1 ? ;Quel est le détail de ma xxx1 ? Peux-tu ?;Oui je peux. Voici le détail de votre xxx1
Comment voir le détail de ma xxx1 ? ;Quel est le détail de ma xxx1 ? + Méthode;Voici le détail de votre xxx1. Pour cela il faut...
Quel est mon xxx1 en détail ? ;Quel est le détail de mon xxx1 ?;Voici le détail de votre xxx1
Donnes moi le détail de mon xxx1  ;Quel est le détail de mon xxx1 ?;Voici le détail de votre xxx1
Montres moi mon xxx1 en détail ;Quel est le détail de mon xxx1 ?;Voici le détail de votre xxx1
J'aimerais connaître le détail de mon xxx1 ;Quel est le détail de mon xxx1 ?;Voici le détail de votre xxx1
Peux-tu afficher une répartition détaillée de mon xxx1 ? ;Quel est le détail de mon xxx1 ? Peux-tu ?;Oui je peux. Voici le détail de votre xxx1
Comment voir le détail de mon xxx1 ? ;Quel est le détail de mon xxx1 ? + Méthode;Voici le détail de votre xxx1. Pour cela il faut...
Je voudrais un tableau présentant xxx1 xxx2 et xxx3 ;Fais moi un tableau avec 3 colonnes : xxx1 xxx2 et xxx3;Voici un tableau en 3 colonnes avec xxx1 xxx2 et xxx3
Peux-tu me créer un tableau avec ces informations : xxx1 xxx2 et xxx3 ? ;Fais moi un tableau avec 3 colonnes : xxx1 xxx2 et xxx3 Peux-tu ?;Oui je peux. Voici un tableau en 3 colonnes avec xxx1 xxx2 et xxx3
J'ai besoin d'un tableau où tu listeras xxx1 xxx2 puis xxx3 ;Fais moi un tableau avec 3 colonnes : xxx1 xxx2 et xxx3;Voici un tableau en 3 colonnes avec xxx1 xxx2 et xxx3
Est-il possible d'avoir un tableau récapitulant d'abord xxx1 puis xxx2 et xxx3 ? ;Fais moi un tableau avec 3 colonnes : xxx1 xxx2 et xxx3 Est-il possible ?;Oui. Voici un tableau en 3 colonnes avec xxx1 xxx2 et xxx3
Peux-tu me montrer un tableau incluant xxx1 xxx2 et xxx3 séparément ? ;Fais moi un tableau avec 3 colonnes : xxx1 xxx2 et xxx3 Peux-tu ?;Oui je peux. Voici un tableau en 3 colonnes avec xxx1 xxx2 et xxx3
Quelles sont les dernières xxx1 que nous avons enregistrées ? ;Quelles sont les dernières xxx1 ?;Les dernières xxx1 sont...
Peux-tu m'indiquer quelles ont été les dernières xxx1 ? ;Quelles sont les dernières xxx1 ? Peux-tu ?;Oui je peux. Les dernières xxx1 sont...
Montres moi les dernières xxx1 ;Quelles sont les dernières xxx1 ?;Les dernières xxx1 sont...
Comment puis-je voir les dernières xxx1 réalisées ? ;Quelles sont les dernières xxx1 ? + Méthode;Les dernières xxx1 sont... Pour cela il faut...
J'aimerais consulter les dernières xxx1 ;Quelles sont les dernières xxx1 ?;Les dernières xxx1 sont...
Quel est le dernier xxx1 enregistré ? ;Quel est le dernier xxx1 ?;Le dernier xxx1 est...
Peux-tu m'indiquer quel a été le dernier xxx1 ? ;Quel est le dernier xxx1 ? Peux-tu ?;Oui je peux. Le dernier xxx1 est...
Montres moi le dernier xxx1 ;Quel est le dernier xxx1 ?;Le dernier xxx1 est...
Comment puis-je voir le dernier xxx1 réalisé ? ;Quel est le dernier xxx1 ? + Méthode;Le dernier xxx1 est... Pour cela il faut...
J'aimerais consulter le dernier xxx1 ;Quel est le dernier xxx1 ?;Le dernier xxx1 est...
Quels sont les derniers xxx1 enregistrés ? ;Quels sont les derniers xxx1 ?;Les derniers xxx1 sont...
Peux-tu m'indiquer quels ont été les derniers xxx1 ? ;Quels sont les derniers xxx1 ? Peux-tu ?;Oui je peux. Les derniers xxx1 sont...
Montres moi les derniers xxx1 ;Quels sont les derniers xxx1 ?;Les derniers xxx1 sont...
Comment puis-je voir les derniers xxx1 réalisés ? ;Quels sont les derniers xxx1 ? + Méthode;Les derniers xxx1 sont... Pour cela il faut...
J'aimerais consulter les derniers xxx1 ;Quels sont les derniers xxx1 ?;Les derniers xxx1 sont...
Quelle est la dernière xxx1 enregistrée ? ;Quelle est la dernière xxx1 ?;La dernière xxx1 est...
Peux-tu m'indiquer quelle a été la dernière xxx1 ? ;Quelle est la dernière xxx1 ? Peux-tu ?;Oui je peux. La dernière xxx1 est...
Montres moi la dernière xxx1 ;Quelle est la dernière xxx1 ?;La dernière xxx1 est...
Comment puis-je voir la dernière xxx1 réalisée ? ;Quelle est la dernière xxx1 ? + Méthode;La dernière xxx1 est... Pour cela il faut...
J'aimerais consulter la dernière xxx1 ;Quelle est la dernière xxx1 ?;La dernière xxx1 est...
Peux-tu me montrer les xxx1 de fff1 ? ;Quelles sont les xxx1 de fff1 ? Peux-tu ?;Oui je peux. Le montant des xxx1 de fff1 est de vvv1 euros
Peux-tu me dire quelles sont les xxx1 de fff1 ? ;Quelles sont les xxx1 de fff1 ? Peux-tu ?;Oui je peux. Le montant des xxx1 de fff1 est de vvv1 euros
Est-il possible de savoir quelles sont les xxx1 de fff1 ? ;Quelles sont les xxx1 de fff1 ? Est-il possible ?;Oui. Le montant des xxx1 de fff1 est de vvv1 euros
Montres moi les xxx1 de fff1 ;Quelles sont les xxx1 de fff1 ?;Le montant des xxx1 de fff1 est de vvv1 euros
J'aimerais voir les xxx1 de fff1 ;Quelles sont les xxx1 de fff1 ?;Le montant des xxx1 de fff1 est de vvv1 euros
Je voudrais consulter les xxx1 de fff1 ;Quelles sont les xxx1 de fff1 ?;Le montant des xxx1 de fff1 est de vvv1 euros
Combien représente mon xxx1 par rapport à mon xxx2 ? ;Quel est le montant de mon xxx1 par rapport au montant de mon  xxx2 ?;Le montant de votre xxx1 est de vvv1 euros par rapport au montant de votre xxx2 qui est de vvv2 euros
Est-ce que mon xxx1 constitue une grande partie de mon xxx2 ? ;Quel est le montant de mon xxx1 par rapport au montant de mon xxx2 ? + appréciation;Le montant de votre xxx1 est de vvv1 euros par rapport au montant de votre xxx2 qui est de vvv2 euros. Cela veut dire que...
Quelle part de mon xxx1 va à mon xxx2 ? ;Quel est le montant de mon xxx1 par rapport au montant de mon xxx2 ?;Le montant de votre xxx1 est de vvv1 euros par rapport au montant de votre xxx2 qui est de vvv2 euros
Peux-tu me dire le rapport entre mon xxx1 et mon xxx2 ? ;Quel est le montant de mon xxx1 par rapport au montant de  mon xxx2 ? Peux-tu ?;Oui je peux. Le montant de votre xxx1 est de vvv1 euros par rapport au montant de votre xxx2 qui est de vvv2 
Comment obtenir le rapport entre mon xxx1 et mon xxx2 ? ;Quel est le montant de mon xxx1 par rapport au montant de mon xxx2 ? + Méthode;Le montant de votre xxx1 est de vvv1 euros par rapport au montant de votre xxx2 qui est de vvv2 euros. Pour cela il faut...
Combien représente ma xxx1 par rapport à ma xxx2 ? ;Quel est le montant de ma xxx1 par rapport au montant de ma xxx2 ?;Le montant de votre xxx1 est de vvv1 euros par rapport au montant de votre xxx2 qui est de vvv2 euros
